,Training_loss,Validation_loss,Training_IOU,Validation_IOU
0,0.9399719834327698,0.9199245572090149,0.018551792949438095,0.05947576090693474
1,0.9003655910491943,0.8891808986663818,0.07982912939041853,0.12920846045017242
2,0.8784956932067871,0.8638899922370911,0.13096383772790432,0.1966838836669922
